Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant08,Corpus6,C2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist
Participant08,Corpus6,C2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google is my phone connected over Bluetooth
Participant08,Corpus7,A2,1,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant08,Corpus7,A2,2,"""Hey Google, skip this track.""",hey Google skip this back
Participant08,Corpus7,A2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant08,Corpus7,A2,4,"""Hey Google, read Women and Power.""",hey Google read women and Bar
Participant08,Corpus7,A2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant08,Corpus7,A2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant08,Corpus7,A2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant08,Corpus7,A2,8,"""Hey Google, Bluetooth pairing.""",Google Music
Participant08,Corpus7,A2,9,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant08,Corpus7,A2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set the second timer for 30 minutes
Participant08,Corpus7,A2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the timer start
Participant08,Corpus7,A2,12,"""Hey Google, what is the time?""",hey Google what is the time
Participant08,Corpus7,A2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I left the space leave in the kitchen
Participant08,Corpus7,A2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant08,Corpus7,A2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant08,Corpus7,A2,16,"""Hey Google, hang up.""",hey Google hang up
Participant08,Corpus7,A2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",Hey Google delete my reminder to pick up my dry cleaning
Participant08,Corpus7,A2,18,"""Hey Google, call my phone.""",hey Google call my phone
Participant08,Corpus7,A2,19,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast
Participant08,Corpus7,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant08,Corpus8,D2,1,"""Hey Google, help me relax.""",-
Participant08,Corpus8,D2,2,"""Hey Google, sing a song.""",who who wrote The Love Song
Participant08,Corpus8,D2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant08,Corpus8,D2,4,"""Hey Google, raise the temperature three degrees.""",Google Music
Participant08,Corpus8,D2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Google set an alarm for 7:15 a.m. tomorrow morning
Participant08,Corpus8,D2,6,"""Hey Google, do I have any alarms set?""",Google do I have any alarm set
Participant08,Corpus8,D2,7,"""Hey Google, play Money by LISA from Spotify.""",oh Google
Participant08,Corpus8,D2,8,"""Hey Google, skip to the next chapter.""",who Google
Participant08,Corpus8,D2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant08,Corpus8,D2,10,"""Hey Google, play some hip hop.""",Google birthday song
Participant08,Corpus8,D2,11,"""Hey Google, play some music.""",Hey Google play some music
Participant08,Corpus8,D2,12,"""Hey Google, turn on all the switches.""",Google turn on all the switches
Participant08,Corpus8,D2,13,"""Hey Google, what's the weather like today?""",Google what's the weather like today
Participant08,Corpus8,D2,14,"""Hey Google, Bluetooth pairing.""",OK Google little baby
Participant08,Corpus8,D2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",Google settings
Participant08,Corpus8,D2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time left on the start
Participant08,Corpus8,D2,17,"""Hey Google, help.""",Hulu
Participant08,Corpus8,D2,18,"""Hey Google, broadcast 'dinner is ready'.""",hello Google.
Participant08,Corpus8,D2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7:15
Participant08,Corpus8,D2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant09,Corpus1,A1,1,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant09,Corpus1,A1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google
Participant09,Corpus1,A1,3,"""Hey Google, redi-al.""",hey Google redial
Participant09,Corpus1,A1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant09,Corpus1,A1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant09,Corpus1,A1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast
Participant09,Corpus1,A1,7,"""Hey Google, dim the living room lights.""",hey Google dim the living room light
Participant09,Corpus1,A1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant09,Corpus1,A1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant09,Corpus1,A1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school
Participant09,Corpus1,A1,11,"""Hey Google, stop.""",hey Google stop
Participant09,Corpus1,A1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on the downstairs speakers
Participant09,Corpus1,A1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant09,Corpus1,A1,14,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant09,Corpus1,A1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant09,Corpus1,A1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the spare key
Participant09,Corpus1,A1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV
Participant09,Corpus1,A1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit
Participant09,Corpus1,A1,19,"""Hey Google, help.""",OK Google
Participant09,Corpus1,A1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant09,Corpus2,B1,1,"""Hey Google, what does an elephant sound like?""",-
Participant09,Corpus2,B1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",-
Participant09,Corpus2,B1,3,"""Hey Google, play some music from Spotify.""",Hey Google play some music on Spotify
Participant09,Corpus2,B1,4,"""Hey Google, play Money by LISA from Spotify.""",go Google Play money by police on Spotify
Participant09,Corpus2,B1,5,"""Hey Google, flip a coin.""",Google flip a coin
Participant09,Corpus2,B1,6,"""Hey Google, read Women and Power.""",Hey Google Good morning
Participant09,Corpus2,B1,7,"""Hey Google, move my music to the bedroom""",hello Google move my music to
Participant09,Corpus2,B1,8,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant09,Corpus2,B1,9,"""Hey Google, Open Spotify.""",go Google open Spotify
Participant09,Corpus2,B1,10,"""Hey Google, raise the temperature three degrees.""",go Google raise the temperature 3 degrees
Participant09,Corpus2,B1,11,"""Hey Google, hang up.""",go Google
Participant09,Corpus2,B1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast
Participant09,Corpus2,B1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant09,Corpus2,B1,14,"""Hey Google, what is today's headlines?""",hello Google what is today's headline
Participant09,Corpus2,B1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on bedroom lights
Participant09,Corpus2,B1,16,"""Hey Google, where did I put the spare keys?""",Google where did I put the spare keys
Participant09,Corpus2,B1,17,"""Hey Google, redial.""",go Google Doodle
Participant09,Corpus2,B1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant09,Corpus2,B1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant09,Corpus2,B1,20,"""Hey Google, do I have anything scheduled for Friday?""",go Google do I have anything to deal for Friday
Participant09,Corpus3,D1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hello Google from the table motion to 20 degrees
Participant09,Corpus3,D1,2,"""Hey Google, broadcast 'dinner is ready'.""",hello Google the dinner is ready
Participant09,Corpus3,D1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hello Google set an alarm for 7:05 a.m. tomorrow morning
Participant09,Corpus3,D1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hello Google
Participant09,Corpus3,D1,5,"""Hey Google, skip to the next chapter.""",hello Google.
Participant09,Corpus3,D1,6,"""Hey Google, did the Liverpool win yesterday?""",Hello Google
Participant09,Corpus3,D1,7,"""Hey Google, when is it going to rain?""",hello Google when is it going to rain
Participant09,Corpus3,D1,8,"""Hey Google, sing a song.""",hey Google play the song
Participant09,Corpus3,D1,9,"""Hey Google, are there any Italian restaurants around here?""",Hello Google are there any Italian restaurants around here
Participant09,Corpus3,D1,10,"""Hey Google, start the school day""",go to Google Calendar Green Day
Participant09,Corpus3,D1,11,"""Hey Google, hang up.""",who Google highlight
Participant09,Corpus3,D1,12,"""Hey Google, help.""",hello Google
Participant09,Corpus3,D1,13,"""Hey Google, broadcast 'wake everybody up'.""",hello Google.
Participant09,Corpus3,D1,14,"""Hey Google, How do you solve this problem?""",Hey Google how do you solve this problem
Participant09,Corpus3,D1,15,"""Hey Google, raise the temperature three degrees.""",boo boo boo that is the temperature 3 degrees
Participant09,Corpus3,D1,16,"""Hey Google, stop the music.""",hello Google.
Participant09,Corpus3,D1,17,"""Hey Google, read a bedtime story.""",Hello Google read a bedtime story
Participant09,Corpus3,D1,18,"""Hey Google, add apples to my shopping list.""",hello Google add apples to my shopping list
Participant09,Corpus3,D1,19,"""Hey Google, what does an elephant sound like?""",hello Google what does an elephant sound like
Participant09,Corpus3,D1,20,"""Hey Google, broadcast 'the football is about to start.""",audible football is about to start
Participant09,Corpus4,C1,1,"""Hey Google, stop the music.""",Google stop the music
Participant09,Corpus4,C1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana
Participant09,Corpus4,C1,3,"""Hey Google, play some music.""",hey Google play some music
Participant09,Corpus4,C1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant09,Corpus4,C1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant09,Corpus4,C1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant09,Corpus4,C1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera
Participant09,Corpus4,C1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant09,Corpus4,C1,9,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant09,Corpus4,C1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant09,Corpus4,C1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant09,Corpus4,C1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast it's time to leave for school
Participant09,Corpus4,C1,13,"""Hey Google, stop.""",hey Google stop
Participant09,Corpus4,C1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant09,Corpus4,C1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant09,Corpus4,C1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant09,Corpus4,C1,17,"""Hey Google, read Women and Power.""",hey Google read woman and Pablo
Participant09,Corpus4,C1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant09,Corpus4,C1,19,"""Hey Google, turn up the sound.""",hey Google turn up the sound
Participant09,Corpus4,C1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7:50
Participant09,Corpus5,C2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",OK Google set an alarm for 7:25 a.m. tomorrow morning
Participant09,Corpus5,C2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football is about to start
Participant09,Corpus5,C2,3,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant09,Corpus5,C2,4,"""Hey Google, spell artificial intelligence.""",Google spell artificial intelligence
Participant09,Corpus5,C2,5,"""Hey Google, how do you make ketchup?""",Google how do you make ketchup
Participant09,Corpus5,C2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant09,Corpus5,C2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant09,Corpus5,C2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music in 15 minutes
Participant09,Corpus5,C2,9,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant09,Corpus5,C2,10,"""Hey Google, what does an elephant sound like?""",Google what does an elephant sound like
Participant09,Corpus5,C2,11,"""Hey Google, lock the front door.""",Hey Google lock the front door
Participant09,Corpus5,C2,12,"""Hey Google, read Women and Power.""",Hey Google read Bowman and Pablo
Participant09,Corpus5,C2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant09,Corpus5,C2,14,"""Hey Google, call my phone.""",call my phone
Participant09,Corpus5,C2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the thermostat to 20 degrees
Participant09,Corpus5,C2,16,"""Hey Google, play my Evening Jazz playlist.""",hey Google Play My religious playlist
Participant09,Corpus5,C2,17,"""Hey Google, did the Liverpool win yesterday?""",Google did the leave Oakland win yesterday
Participant09,Corpus5,C2,18,"""Hey Google, sing a song.""",hey Google sing a song
Participant09,Corpus5,C2,19,"""Hey Google, call the nearest coffee shop.""",Hey Google call the nearest coffee shop
Participant09,Corpus5,C2,20,"""Hey Google, pause the music.""",hey Google pause the music
Participant09,Corpus6,D2,1,"""Hey Google, open the blinds.""",Hello Google open the line
Participant09,Corpus6,D2,2,"""Hey Google, play some music from Spotify.""",hello Google play some music put on Spotify
Participant09,Corpus6,D2,3,"""Hey Google, add apples to my shopping list.""",Hey Google add apples to my shopping list
Participant09,Corpus6,D2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like
Participant09,Corpus6,D2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7:50
Participant09,Corpus6,D2,6,"""Hey Google, where is my first event tomorrow?""",go Google where is my first event tomorrow
Participant09,Corpus6,D2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play maluma by Lisa from Spotify
Participant09,Corpus6,D2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",Google set the timer for 10 minutes
Participant09,Corpus6,D2,9,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant09,Corpus6,D2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7.00 a.m. tomorrow morning
Participant09,Corpus6,D2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant09,Corpus6,D2,12,"""Hey Google, stop the music.""",Google stop the music
Participant09,Corpus6,D2,13,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant09,Corpus6,D2,14,"""Hey Google, snooze the alarm.""",hey Google close the alarm
Participant09,Corpus6,D2,15,"""Hey Google, what is the time?""",go Google what is the time
Participant09,Corpus6,D2,16,"""Hey Google, pause the music.""",hello Google Frozen music
Participant09,Corpus6,D2,17,"""Hey Google, call My mom.""",hello Google call my mom
Participant09,Corpus6,D2,18,"""Hey Google, what is the traffic like on the way to work?""",hello Google what is the traffic like on the way to work
Participant09,Corpus6,D2,19,"""Hey Google, play my Evening Jazz playlist.""",Google Images
Participant09,Corpus6,D2,20,"""Hey Google, is my phone connected over Bluetooth?""",hello Google is my phone connected over Bluetooth
Participant09,Corpus7,B2,1,"""Hey Google, play some hip hop.""",Hello Google
Participant09,Corpus7,B2,2,"""Hey Google, skip this track.""",go Google.
Participant09,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",Hey Google turn on the bedroom light
Participant09,Corpus7,B2,4,"""Hey Google, read Women and Power.""",hey Google read blue Alpha
Participant09,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",Google call the nearest coffee shop
Participant09,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",hello Google how do you solve this problem
Participant09,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",OK Google how much time is left on this chapter
Participant09,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",OK Google
Participant09,Corpus7,B2,9,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant09,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes
Participant09,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",go to Google settings.
Participant09,Corpus7,B2,12,"""Hey Google, what is the time?""",Hey Google what is the time
Participant09,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I left the spare key in the kitchen cupboard
Participant09,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",hey Google when is the Walmart open
Participant09,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant09,Corpus7,B2,16,"""Hey Google, hang up.""",hello Google
Participant09,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant09,Corpus7,B2,18,"""Hey Google, call my phone.""",Google call my phone
Participant09,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",who Google dinner is ready
Participant09,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",hello Google add apples to my shopping list
Participant09,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me light
Participant09,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing the song
Participant09,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant09,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google temperature
Participant09,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7.00 a.m. tomorrow morning
Participant09,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",Google do I have any alarm set
Participant09,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google the money by Lisa song Spotify
Participant09,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip the next step
Participant09,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around you
Participant09,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some K-pop
Participant09,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music
Participant09,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches
Participant09,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today
Participant09,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",play Google music Berry
Participant09,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",Google set the kitchen lights to 50%
Participant09,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant09,Corpus8,A2,17,"""Hey Google, help.""",OK Google
Participant09,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant09,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Google cancel the alarm for seven points 15
Participant09,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant10,Corpus1,B1,1,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant10,Corpus1,B1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant10,Corpus1,B1,3,"""Hey Google, redi-al.""",hey Google
Participant10,Corpus1,B1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant10,Corpus1,B1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant10,Corpus1,B1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake everybody up
Participant10,Corpus1,B1,7,"""Hey Google, dim the living room lights.""",Hey Google dim the living room lights
Participant10,Corpus1,B1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google
Participant10,Corpus1,B1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant10,Corpus1,B1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google time to leave for school
Participant10,Corpus1,B1,11,"""Hey Google, stop.""",hey Google stop
Participant10,Corpus1,B1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speaker
Participant10,Corpus1,B1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant10,Corpus1,B1,14,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant10,Corpus1,B1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant10,Corpus1,B1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the keys in the kitchen cupboard
Participant10,Corpus1,B1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV
Participant10,Corpus1,B1,18,"""Hey Google, what is the French word for grapefruit?""",OK Google what is the French word for grapefruit
Participant10,Corpus1,B1,19,"""Hey Google, help.""",hey Google help
Participant10,Corpus1,B1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant10,Corpus2,A1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like
Participant10,Corpus2,A1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant10,Corpus2,A1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant10,Corpus2,A1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant10,Corpus2,A1,5,"""Hey Google, flip a coin.""",flip a coin
Participant10,Corpus2,A1,6,"""Hey Google, read Women and Power.""",hey Google read woman and Power
Participant10,Corpus2,A1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom
Participant10,Corpus2,A1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant10,Corpus2,A1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify
Participant10,Corpus2,A1,10,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees
Participant10,Corpus2,A1,11,"""Hey Google, hang up.""",hey Google hang up
Participant10,Corpus2,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",Hey Google broadcast it's time to leave for school
Participant10,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant10,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines
Participant10,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant10,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put the spare keys
Participant10,Corpus2,A1,17,"""Hey Google, redial.""",hey Google redial
Participant10,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant10,Corpus2,A1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant10,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday
Participant10,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google set the thermostat to 20 degrees
Participant10,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant10,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant10,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant10,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant10,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant10,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant10,Corpus3,C1,8,"""Hey Google, sing a song.""",hey Google sing a song
Participant10,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here
Participant10,Corpus3,C1,10,"""Hey Google, start the school day""",hey Google start the school day
Participant10,Corpus3,C1,11,"""Hey Google, hang up.""",hey Google hang up
Participant10,Corpus3,C1,12,"""Hey Google, help.""",hey Google
Participant10,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast with everyday of
Participant10,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant10,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees
Participant10,Corpus3,C1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant10,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant10,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant10,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant10,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start
Participant10,Corpus4,D1,1,"""Hey Google, stop the music.""",Hey Google stop the music
Participant10,Corpus4,D1,2,"""Hey Google, how many calories are in a Banana?""",how many calories are in a banana
Participant10,Corpus4,D1,3,"""Hey Google, play some music.""",hey Google play some music
Participant10,Corpus4,D1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant10,Corpus4,D1,5,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week
Participant10,Corpus4,D1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant10,Corpus4,D1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera
Participant10,Corpus4,D1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant10,Corpus4,D1,9,"""Hey Google, when is it going to rain?""",when is it going to rain
Participant10,Corpus4,D1,10,"""Hey Google, turn the living room lights to blue""",turn on the living room lights
Participant10,Corpus4,D1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant10,Corpus4,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Herndon Middle School
Participant10,Corpus4,D1,13,"""Hey Google, stop.""",hey Google stop
Participant10,Corpus4,D1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch
Participant10,Corpus4,D1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify
Participant10,Corpus4,D1,16,"""Hey Google, add apples to my shopping list.""",hey Google Apple to my shopping list
Participant10,Corpus4,D1,17,"""Hey Google, read Women and Power.""",hello Google
Participant10,Corpus4,D1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant10,Corpus4,D1,19,"""Hey Google, turn up the sound.""",hello Google
Participant10,Corpus4,D1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7:15
